rally_id,ball_round,player,type,landing_x,landing_y,rally_length
0,1,0,short service,0.7731707317073171,0.5196874999999999,8
0,2,1,net shot,0.0865853658536584,-0.2372395833333334,8
0,3,0,lob,1.4024390243902438,1.6384895833333335,8
0,4,1,clear,1.3585365853658533,-1.4341666666666668,8
0,5,0,drop,1.4878048780487805,0.3598437500000002,8
0,6,1,net shot,1.297560975609756,-0.2201041666666666,8
0,7,0,lob,-0.7878048780487804,1.6596354166666665,8
0,8,1,drop,1.601219512195122,-0.5040624999999999,8
7,1,1,short service,-0.2804878048780488,-0.4956770833333334,5
7,2,0,push/rush,1.204878048780488,1.54421875,5
7,3,1,clear,1.5304878048780488,-1.420885416666667,5
7,4,0,clear,-0.5487804878048781,1.565989583333333,5
7,5,1,smash,0.3585365853658537,0.1291145833333334,5
8,1,0,short service,0.5231707317073171,0.4930208333333332,24
8,2,1,lob,-1.1658536585365853,-1.4472395833333334,24
8,3,0,drop,-1.1804878048780487,0.9202604166666668,24
8,4,1,net shot,-0.3134146341463413,-0.4033333333333333,24
8,5,0,net shot,0.1634146341463415,0.2386979166666668,24
8,6,1,lob,-1.3121951219512191,-1.4751041666666669,24
8,7,0,smash,-1.2439024390243902,1.1416666666666668,24
8,8,1,defensive shot,-0.7987804878048781,-0.3110416666666668,24
8,9,0,net shot,-1.0121951219512195,0.4511458333333333,24
8,10,1,lob,0.8926829268292682,-1.3744270833333332,24
8,11,0,drop,0.926829268292683,0.5555208333333331,24
8,12,1,lob,1.2439024390243902,-1.4048958333333337,24
8,13,0,clear,1.145121951219512,1.658489583333333,24
8,14,1,clear,-1.0719512195121952,-1.3065625,24
8,15,0,drop,1.267073170731707,0.7308854166666668,24
8,16,1,lob,1.4121951219512197,-1.321302083333333,24
8,17,0,drop,1.4804878048780483,0.5900520833333331,24
8,18,1,lob,1.1365853658536584,-1.2503125,24
8,19,0,drop,1.3670731707317076,0.3124479166666667,24
8,20,1,net shot,1.2475609756097563,-0.0380208333333333,24
8,21,0,lob,-0.4268292682926829,1.6986979166666665,24
8,22,1,smash,-0.0439024390243901,-0.88640625,24
8,23,0,defensive shot,-1.0317073170731708,0.7360416666666669,24
8,24,1,lob,-1.6390243902439026,-1.545625,24
10,1,0,short service,1.3353658536585369,0.6259895833333337,10
10,2,1,net shot,1.2646341463414632,-0.1872916666666665,10
10,3,0,lob,1.2365853658536583,1.6847395833333334,10
10,4,1,smash,0.1304878048780486,-1.0558333333333334,10
10,5,0,defensive shot,-0.5963414634146342,0.5773437500000002,10
10,6,1,lob,0.4158536585365853,-1.44265625,10
10,7,0,smash,-1.1634146341463416,1.1415624999999998,10
10,8,1,defensive shot,-0.0658536585365854,-0.1390624999999999,10
10,9,0,net shot,0.2439024390243902,0.1793749999999999,10
10,10,1,net shot,0.274390243902439,0.0789062499999998,10
11,1,0,short service,-0.7036585365853659,0.4962499999999998,13
11,2,1,net shot,1.2695121951219517,-0.22,13
11,3,0,lob,-0.4841463414634145,1.6528645833333335,13
11,4,1,smash,0.8134146341463413,-0.955,13
11,5,0,defensive shot,1.253658536585366,0.7736979166666664,13
11,6,1,net shot,1.3682926829268292,-0.1877083333333334,13
11,7,0,net shot,1.3926829268292682,0.1756770833333334,13
11,8,1,lob,0.578048780487805,-1.3724999999999998,13
11,9,0,clear,1.0951219512195125,1.28140625,13
11,10,1,smash,1.4280487804878053,-1.17,13
11,11,0,defensive shot,0.1365853658536584,0.97453125,13
11,12,1,smash,-0.945121951219512,-1.0368229166666667,13
11,13,0,defensive shot,-2.118292682926829,0.7979166666666669,13
14,1,0,short service,0.6134146341463416,0.5473437500000001,7
14,2,1,lob,-0.7353658536585366,-1.50765625,7
14,3,0,drop,1.340243902439024,0.6347916666666666,7
14,4,1,lob,-1.0841463414634147,-1.3484375,7
14,5,0,drop,1.05609756097561,0.4915624999999999,7
14,6,1,net shot,-0.8890243902439026,-0.3781250000000001,7
14,7,0,lob,1.7353658536585368,1.7106250000000005,7
